THEME,SINGULAR,PLURAL,SINGULAR_SHORT,PLURAL_SHORT,CATEGORY,PLURAL_URL
lazyriver,Hôtel avec Lazy river,Hôtels avec Lazy river,Hôtel,Hôtels,property_type,HôtelsLazyRiver
leisure,Hôtel de loisirs,Hôtels de loisirs,Hôtel,Hôtels,property_type,Hôtels_Loisirs
lgbtfriendly,Hôtel gay-friendly,Hôtels gay-friendly,Hôtel,Hôtels,property_type,Hôtels_LGBT
library,Hôtel près d’une bibliothèque,Hôtels près de bibliothèques,Hôtel,Hôtels,property_type,Hôtels_Biblio
livemusic,Hôtel avec concerts de musique,Hôtels avec concerts de musique,Hôtel,Hôtels,property_type,HôtelsConcerts
local,Hôtel local,Hôtels locaux,Hôtel,Hôtels,property_type,Hôtels_Locaux
lodge,Relais de luxe,Relais de luxe,Relais de luxe,Relais de luxe,property_type,Relais_de_luxe
lodging,Hébergement,Hébergement,Hébergement,Hébergement,property_type,Hébergement
lowcost,Hôtel low-cost,Hôtels low-cost,Hôtel,Hôtels,property_type,Hôtels_Low_Cost
luxurious,Hôtel luxueux,Hôtels luxueux,Hôtel,Hôtels,property_type,Hôtels_Luxueux
luxury,Hôtel de luxe,Hôtels de luxe,Hôtel,Hôtels,property_type,Hôtels_Luxe
luxury|resort,Complexe touristique de luxe,Complexes touristiques de luxe,Complexe,Complexes,property_type,Complexes_Luxe
marina,Hôtel près de la marina,Hôtels près de la marina,Hôtel,Hôtels,property_type,Hôtels_Marina
massage,Hôtel avec spa,Hôtels avec spas,Hôtel,Hôtels,property_type,Hôtels_Massage
mostexpensive,L'hôtel le plus cher,Les hôtels les plus chers,Hôtel,Hôtels,property_type,Hôtels_Chers
motel,Motel,Motels,Motel,Motels,property_type,Motels
mountain,Hôtels près de la montagne,Hôtels près de la montagne,Hôtel,Hôtels,property_type,Hôtel_Montagnes
museums,Hôtel près de musées,Hôtels près de musées,Hôtel,Hôtels,property_type,Hôtels_Musées
musicals,Hôtel près de comédies musicales,Hôtels près de comédies musicales,Hôtel,Hôtels,property_type,Hôtels_Comédie
naturalparks,Hôtel près de parcs naturels,Hôtels près de parcs naturels,Hôtel,Hôtels,property_type,HôtelParcNatur
nature,Hôtel près de la nature,Hôtels près de la nature,Hôtel,Hôtels,property_type,Hôtels_Nature
near,Hôtel près de,Hôtels près de,Hôtel,Hôtels,property_type,Hôtels_Près_De
nearby,Hôtel proche,Hôtels proches,Hôtel,Hôtels,property_type,Hôtels_Proches
newyear,Hôtel pour vacances du Nouvel-An,Hôtel pour vacances du Nouvel-An,Hôtel,Hôtels,property_type,HôtelsNouvelAn
northernlights,Hôtel avec vue sur les aurores boréales,Hôtels avec vue sur les aurores boréales,Hôtel,Hôtels,property_type,HôtelAurBoréal
nosmokingpolicy,Hôtel avec une politique non-fumeur,Hôtels avec une politique non-fumeur,Hôtel,Hôtels,property_type,Hôtels_Non_Fum
oceanview,Hôtel avec vue sur l’océan,Hôtels avec vue sur l’océan,Hôtel,Hôtels,property_type,HôtelsVueOcéan
offer,Remise sur l’hôtel,Remises sur les hôtels,Hôtel,Hôtels,property_type,Remises_Hôtel
opera,Hôtel près d’un opéra,Hôtel près d’opéras,Hôtel,Hôtels,property_type,Hôtels_Opéra
outdoorpool,Hôtel avec piscine extérieure,Hôtels avec piscine extérieure,Hôtel,Hôtels,property_type,Hôtels_Pisc_Ext
overwater,Hôtel sur l’eau,Hôtels sur l’eau,Hôtel,Hôtels,property_type,HôtelsSurEau
paddleboarding,Hôtel près de paddleboard,Hôtels près de paddleboard,Hôtel,Hôtels,property_type,HôtelsPadBoard
palace,Hôtel près de palais,Hôtels près de palais,Hôtel,Hôtels,property_type,Hôtels_Palais
parking,Hôtel avec parking,Hôtels avec parking,Hôtel,Hôtels,property_type,Hôtel_Parking
patio,Hôtel avec patio,Hôtels avec patios,Hôtel,Hôtels,property_type,Hôtels_Patios
pebblebeach,Hôtel près de plages de galets,Hôtels près de plages de galets,Hôtel,Hôtels,property_type,Hôtel_Plag_Gal
pension,Pension,Pensions,Pension,Pensions,property_type,Pensions
pet_friendly,Hôtel animaux bienvenus,Hôtels animaux bienvenus,Hôtel,Hôtels,property_type,Hôtel_avec_Anim
petfriendly,Hôtel animaux bienvenus,Hôtels animaux bienvenus,Hôtel,Hôtels,property_type,Hôtel_avec_Anim
pool|resort,Complexe touristique avec piscine,Complexes touristiques avec piscine,Complexe,Complexes,property_type,Complex_Piscine
poolsidebar,Hôtel avec bar en bord de piscine,Hôtels avec bar en bord de piscine,Hôtel,Hôtels,property_type,Hôtels_Bar_Pisc
popular,Hôtel populaire,Hôtels populaires,Hôtel,Hôtels,property_type,Hôtels_Populair
port,Hôtel près de ports,Hôtels près de ports,Hôtel,Hôtels,property_type,Hôtels_Ports
pousada,Pousada,Pousadas,Pousada,Pousadas,property_type,Pousadas
price,Tarif,Tarifs,Hôtel,Hôtels,property_type,Prix_Hôtel
promo,Promo hôtel,Promos hôtel,Hôtel,Hôtels,property_type,Promos_Hôtel
promotion,Promo hôtels,Promos hôtels,Hôtel,Hôtels,property_type,PromotionsHôtel
publictransport,Hôtel près des transports en commun,Hôtels près des transports en commun,Hôtel,Hôtels,property_type,PromotionsHôtel
rafting,Hôtel près de rafting,Hôtel près de rafting,Hôtel,Hôtels,property_type,Hôtels_Rafting
rainforest,Hôtel dans la forêt tropicale,Hôtels dans la forêt tropicale,Hôtel,Hôtels,property_type,Hôtls_ForêtTrop
ranch,Ranch,Ranches,Ranch,Ranches,property_type,Ranches
rating,Évaluation,Évaluations,Hôtel,Hôtels,property_type,Évaluer_Hôtels
recreation,Hôtel proche d’activités de loisirs,Hôtels proches d’activités de loisirs,Hôtel,Hôtels,property_type,HôtelLoisirs
refrigerator,Hôtel avec réfrigérateur,Hôtels avec réfrigérateurs,Hôtel,Hôtels,property_type,Hôtels_Frigo
residence,Résidence,Résidences,Résidence,Résidences,property_type,Résidences
resort|ski,Station de ski,Stations de ski,Complexe,Complexes,property_type,Stations_Ski
resort|spa,Complexe touristique avec spa,Complexes touristique avec spas,Complexe,Complexes,property_type,Complexes_Spas
restaurant,Hôtel avec restaurant,Hôtels avec restaurants,Hôtel,Hôtels,property_type,HôtelRestaurant
riad,Riad,Riads,Riad,Riads,property_type,Riads
river,Hôtel près d'une rivière,Hôtels près d'une rivière,Hôtel,Hôtels,property_type,Hôtels_Rivière
riverview,Hôtel avec vue sur la rivière,Hôtels avec vue sur la rivière,Hôtel,Hôtels,property_type,Hôtel_Rivière
rockclimbing,Hôtel proche d’un site d’escalade,Hôtels proches d’un site d’escalade,Hôtel,Hôtels,property_type,HôtelsEscalade
rockybeach,Hôtel près de plages rocheuses,Hôtels près de plages rocheuses,Hôtel,Hôtels,property_type,HôtelPlagRoch
rollerskating,Hôtel proche d’activités de roller et de skate,Hôtels proches d’activités de roller et de skate,Hôtel,Hôtels,property_type,HôtelRollSkate
room,Chambre ,Chambres,Chambre ,Chambres,property_type,Chambres
roomservice,Hôtel avec service de chambre,Hôtels avec service de chambre,Hôtel,Hôtels,property_type,HôtelServicCham
rowing,Hôtel proche d’un site d’aviron,Hôtels proches d’un site d’aviron,Hôtel,Hôtels,property_type,Hôtels_Aviron
ruins,Hôtel près de ruines,Hôtels près de ruines,Hôtel,Hôtels,property_type,HôtelsprèsRuin
running,Hôtel près de sentiers de course à pied,Hôtels près de sentiers de course à pied,Hôtel,Hôtels,property_type,Hôtels_Course
ryokan,Ryokan,Ryokan,Ryokan,Ryokan,property_type,Ryokan
safari,Hôtel avec safaris,Hôtels avec safaris,Hôtel,Hôtels,property_type,Hôtels_Safaris
safarilodge,Safari lodge,Safari lodges,Safari lodge,Safari lodges,property_type,Safarilodges
sailing,Hôtel près de navigation,Hôtel près de navigation,Hôtel,Hôtels,property_type,Hôtels_Navigat
sandbeach,Hôtel près de plages de sable,Hôtels près de plages de sable,Hôtel,Hôtels,property_type,HôtelPlageSable
sauna,Hôtel avec sauna,Hôtels avec saunas,Hôtel,Hôtels,property_type,HôtelsavecSauna
scenery,Hôtel avec beaux paysages,Hôtels avec beaux paysages,Hôtel,Hôtels,property_type,HôtelsPaysages
scubadiving,Hôtel près de plongée sous-marine,Hôtels près de plongée sous-marine,Hôtel,Hôtels,property_type,Hôtels_Plongée
sea,Hôtel en bord de mer,Hôtels en bord de mer,Hôtel,Hôtels,property_type,Hôtelsborddemer
seaside,Hôtel de bord de mer,Hôtels de bord de mer,Hôtel,Hôtels,property_type,Hôtels_Mer
secluded,Hôtel retiré,Hôtels retirés,Hôtel,Hôtels,property_type,Hôtels_Retirés
secret,Hôtel secret,Hôtels secrets,Hôtel,Hôtels,property_type,Hôtels_Secrets
sharks,Hôtel près de sites pour observer les requins,Hôtels près de sites pour observer les requins,Hôtel,Hôtels,property_type,Hôtels_Requins
shopping,Hôtel près de shopping,Hôtels près de shopping,Hôtel,Hôtels,property_type,Hôtels_Shopping
shortterm,Hôtel pour séjour de courte durée,Hôtels pour séjour de courte durée,Hôtel,Hôtels,property_type,HôtelsCoutDur
sightseeing,Hôtel près d’activités touristiques,Hôtels près d’activités touristiques,Hôtel,Hôtels,property_type,Hôtels_Tourisme
ski,Hôtel près de pistes de ski,Hôtels près de pistes de ski,Hôtel,Hôtels,property_type,Hôtels_Ski
skydiving,Hôtel près de parachutisme,Hôtels près de parachutisme,Hôtel,Hôtels,property_type,Hôtel_Parachut
sledding,Hôtel près de pistes de glisse,Hôtels près de pistes de glisse,Hôtel,Hôtels,property_type,Hôtels_Glisse
smoking,Hôtel pour fumeurs,Hôtels pour fumeurs,Hôtel,Hôtels,property_type,Hôtels_Fumeurs
snorkeling,Hôtel près de plongée avec tuba,Hôtels près de plongée avec tuba,Hôtel,Hôtels,property_type,HôtelTuba
snowboarding,Hôtel près de snowboard,Hôtels près de snowboard,Hôtel,Hôtels,property_type,Hôtel_Snowboard
snowmobileriding,Hôtel près de motoneige,Hôtels près de motoneiges,Hôtel,Hôtels,property_type,HôtelMotoneige
snowtubing,Hôtel proche de snow tubing,Hôtels proches de snow tubing,Hôtel,Hôtels,property_type,HôtelSnowTubing
soccer,Hôtel pour les amateurs de soccer,Hôtels pour les amateurs de soccer,Hôtel,Hôtels,property_type,Hôtels_Soccer
sofabed,Hôtel avec canapé-lit,Hôtels avec canapés-lits,Hôtel,Hôtels,property_type,Hôtels_Canapé
spa,Hôtel avec spa,Hôtels avec spa,Hôtel,Hôtels,property_type,Spa_Hôtels
sports,Hôtel pour les amateurs de sport,Hôtels pour les amateurs de sport,Hôtel,Hôtels,property_type,Hôtels_Sports
stadium,Hôtel près du stade,Hôtels près du stade,Hôtel,Hôtels,property_type,Hôtels_Stade
stargazing,Hôtel proche d’un site d’observation des étoiles,Hôtels proches d’un site d’observation des étoiles,Hôtel,Hôtels,property_type,HôtelÉtoiles
stay,Séjour à l’hôtel,Séjours à l’hôtel,Hôtel,Hôtels,property_type,Séjours_Hôtel
staycation,Hôtel staycation,Hôtels staycation,Hôtel,Hôtels,property_type,HôtelStaycation
steamroom,Hôtel avec hammam,Hôtels avec hammams,Hôtel,Hôtels,property_type,HôtelsHammam
studio,Studio,Studios,Studio,Studios,property_type,Studios
suite,Suite,Suites,Suite,Suites,property_type,Suites
suites,Suite,Suites,Suite,Suites,property_type,Suites
sunnyweather,Hôtel où il fait beau,Hôtels où il fait beau,Hôtel,Hôtels,property_type,Hôtels_Soleil
sunrise,Hôtel avec vue sur l’aurore,Hôtels avec vue sur l’aurore,Hôtel,Hôtels,property_type,Hôtels_Aurore
sunsets,Hôtel avec vue sur le crépuscule,Hôtels avec vue sur le crépuscule,Hôtel,Hôtels,property_type,Hôtels_Crépusc
surfing,Hôtel près de surf,Hôtels près de surf,Hôtel,Hôtels,property_type,Hôtels_Surf
sustainable,Hôtel écologique,Hôtels écologiques,Hôtel,Hôtels,property_type,HôtelsÉcolo
swimming,Hôtel près de natation,Hôtels près de natation,Hôtel,Hôtels,property_type,Hôtels_Natation
television,Hôtel avec TV,Hôtels avec TV,Hôtel,Hôtels,property_type,Hôtels_Avec_TV
temples,Hôtel près de temples,Hôtels près de temples,Hôtel,Hôtels,property_type,Hôtels_Temples
tennis,Hôtel pour les amateurs de tennis,Hôtels pour les amateurs de tennis,Hôtel,Hôtels,property_type,Hôtels_Tennis
tent,Tente,Tentes,Tente,Tentes,property_type,Tentes
tentalow,Tentalow,Tentalows,Tentalow,Tentalows,property_type,Tentalows
terrace,Hôtel avec terrasse,Hôtels avec terrasses,Hôtel,Hôtels,property_type,Hôtels_Terrasse
thanksgiving,Hôtel pour les vacances de Thanksgiving,Hôtels pour les vacances de Thanksgiving,Hôtel,Hôtels,property_type,HôtelThanksgvng
theater,Hôtel près de cinémas,Hôtels près de cinémas,Hôtel,Hôtels,property_type,Hôtels_Cinémas
theatre,Hôtel près de cinémas,Hôtels près de cinémas,Hôtel,Hôtels,property_type,Hôtels_Cinémas
themepark,Hôtel près de parcs d’attraction,Hôtels près de parcs d’attraction,Hôtel,Hôtels,property_type,Hôtel_Attracti
top,Hôtel prisé,Hôtels prisés,Hôtel,Hôtels,property_type,Top_Hôtels
tours,Hôtel avec visites,Hôtels avec visites,Hôtel,Hôtels,property_type,Hôtels_Visites
traditional,Hôtel traditionnel,Hôtels traditionnels,Hôtel traditionnel,Hôtels traditionnels,property_type,Traditionnels
transportationservices,Hôtel avec services de transport,Hôtels avec services de transport,Hôtel,Hôtels,property_type,HôtelsTransport
travel,Hôtel pour voyage,Hôtels pour voyage,Hôtel,Hôtels,property_type,Hôtels_Voyage
trendy,Hôtel tendance,Hôtels tendances,Hôtel,Hôtels,property_type,Hôtels_Tendance
unescosite,Hôtel près de sites classés par l’Unesco,Hôtels près de sites classés par l’Unesco,Hôtel,Hôtels,property_type,Hôtels_Unesco
university,Hôtel proche d’une université,Hôtels proches d’une université,Hôtel,Hôtels,property_type,HôtelUniversité
urban,Hôtel urbain,Hôtels urbains,Hôtel,Hôtels,property_type,Hôtels_Urbains
valentinesday,Hôtel pour la Saint-Valentin,Hôtels pour la Saint-Valentin,Hôtel,Hôtels,property_type,HôtelValentin
view,Hôtel avec jolie vue,Hôtels avec jolies vues,Hôtel,Hôtels,property_type,Hôtel_avec_Vue
villa,Villa,Villas,Villa,Villas,property_type,Villas
volcanoes,Hôtel près de volcans,Hôtels près de volcans,Hôtel,Hôtels,property_type,Hôtel_Volcans
wakeboarding,Hôtel près de wakeboard,Hôtels près de wakeboard,Hôtel,Hôtels,property_type,HôtelsWakeBoard
walking,Hôtel dans une zone accessible à pied,Hôtels dans zones accessibles à pied,Hôtel,Hôtels,property_type,Hôtels_Piéton
washerdryer,Hôtel avec machine à laver et sèche-linge,Hôtels avec machine à laver et sèche-linge,Hôtel,Hôtels,property_type,HôtelsLaveSèche
waterfalls,Hôtel près de cascades,Hôtels près de cascades,Hôtel,Hôtels,property_type,Hôtel_Cascade
waterpark,Hôtel près de parcs aquatiques,Hôtels près de parcs aquatiques,Hôtel,Hôtels,property_type,Hôtel_parcaqua
waterskiing,Hôtel près de ski nautique,Hôtels près de ski nautique,Hôtel,Hôtels,property_type,Hôtel_Ski_Naut
waterslide,Hôtel avec toboggan aquatique,Hôtels avec toboggans aquatiques,Hôtel,Hôtels,property_type,HôtelTobAqua
wedding,Hôtel pour mariages,Hôtels pour mariages,Hôtel,Hôtels,property_type,Hôtels_Mariages
weekend,Hôtel pour le week-end,Hôtels pour le week-end,Hôtel,Hôtels,property_type,Hôtels_Weekend
whalewatching,Hôtel proche d’un site d’observation de baleines,Hôtels proches d’un site d’observation de baleines,Hôtel,Hôtels,property_type,Observ_Baleines
whitesandbeach,Hôtel près de plages de sable blanc,Hôtels près de plages de sable blanc,Hôtel,Hôtels,property_type,PlagSableBlanc
wifi,Hôtel équipé de Wifi,Hôtels équipés de Wifi,Hôtel,Hôtels,property_type,HôtelsavecWifi
windsurfing,Hôtel près de planche à voile,Hôtels près de planche à voile,Hôtel,Hôtels,property_type,Hôtels_Voile
yoga,Hôtel près de studio de yoga,Hôtels près de studios de yoga,Hôtel,Hôtels,property_type,Hôtels_Yoga
zoo,Hôtel près de zoo,Hôtels près de zoos,Hôtel,Hôtels,property_type,Hôtels_près_Zoo
